image_id,healthy,multiple_diseases,rust,scab
Test_205,9.001699067228822e-05,1.1084078018518933e-06,6.484727223134213e-05,0.9998440273292946
Test_206,4.3979030773202244e-05,3.003641738471e-06,0.00022831638790291728,0.9997247009395855
Test_207,0.0004537828705854968,2.531982999042767e-05,0.9995046383638214,1.625893560268072e-05
Test_208,0.3609768306327726,0.0016111132734380371,0.007903368301913639,0.6295086877918757
Test_209,1.4713276880872752e-05,0.0005600067052769677,0.9994248231812937,4.568365483358365e-07
Test_210,0.00022527355129932036,0.0003107775964035102,0.001816596540005856,0.9976473523122912
Test_211,0.0013198870371616597,0.02065174034322327,0.9779650705894466,6.330203016846421e-05
Test_212,2.8975965531041035e-07,2.1741753821533588e-07,0.9999994914835969,1.3392096226227893e-09
Test_213,0.0012902338735727673,0.443596322887043,0.5550214349059963,9.200833338800665e-05
Test_214,2.043735361085706e-05,4.209003161681412e-06,0.9999751805355762,1.7310765128614517e-07
Test_215,0.9610548119154546,0.009761277187438445,0.02048335635890003,0.00870055453820688
Test_216,0.9994013491348728,3.7750723152620367e-07,0.0005968364789343644,1.4368789611949232e-06
Test_217,1.070040024586455e-05,2.095813523741365e-05,6.477704481176242e-05,0.9999035644197051
Test_218,0.999850870530293,3.32481666644453e-05,0.00010688220460427091,8.999098438229466e-06
Test_219,1.4304810539160092e-07,3.269150869752511e-07,0.9999995287234883,1.313319537390918e-09
Test_220,0.0005124783822745973,0.0017126694793671803,0.008317588415325138,0.989457263723033
Test_221,0.9497376312435575,0.022298478514382943,0.024398853762271876,0.003565036479787562
Test_222,2.7736083495583676e-06,4.019292069745438e-06,0.9999931725328547,3.4566725882908236e-08
Test_223,0.00014539035621493089,2.791857403966948e-05,0.999826067566752,6.235029934639822e-07
Test_224,0.9713978025212356,1.2573787077449236e-05,0.026196835956533025,0.0023927877351539676
Test_225,0.9988026147934492,1.2546704121231851e-06,0.0011944260816972338,1.7044544416335774e-06
Test_226,1.0050108305101188e-06,0.00012214107470331562,0.9998768096048761,4.4309589890892415e-08
Test_227,0.0011024035164348255,0.0004549100395031195,0.000615322609315421,0.9978273638347467
Test_228,5.078981206708278e-06,5.015446830722921e-07,0.9999944160093227,3.4647875333163726e-09
Test_229,1.3826253960000727e-07,4.84446112180256e-06,0.9999949851657369,3.211060176249336e-08
Test_230,0.014923864752987051,0.0026227033320125144,0.013130816470605561,0.9693226154443949
Test_231,7.205218884293641e-05,3.700803269603877e-05,0.00021019482563003287,0.999680744952831
Test_232,0.9997769624046653,2.813574248719889e-07,0.00022229345972868547,4.6277818109807576e-07
Test_233,0.996604593289766,8.170997987829009e-07,0.0033667038593799335,2.7885751055337614e-05
Test_234,0.00025115763863069076,2.0205826666832488e-05,0.000530583116298363,0.9991980534184042
Test_235,0.00022192081167218293,0.00041520493830441736,0.00035592697054032184,0.999006947279483
Test_236,0.0003936649476730235,0.005470829868800247,0.994115456951228,2.004823229875767e-05
Test_237,0.024073667422929976,0.3359231151620491,0.4853593539387516,0.15464386347626935
Test_238,1.5325723380764553e-06,3.2583148974438176e-05,0.9999658568453782,2.743330927776355e-08
Test_239,1.1424122233732425e-07,1.0701865687091486e-06,0.9999988111183918,4.4538170533657914e-09
Test_240,1.2215729995189416e-05,1.492963933543884e-05,0.9999728300989109,2.4531758330448173e-08
Test_241,0.0001695148757605284,0.00035031374815829816,0.998619902608432,0.0008602687676491659
Test_242,0.8849214355730701,0.007262164658764267,0.0026353728430795692,0.1051810269250858
Test_243,0.9996056659727708,1.413618163634528e-07,0.0003905803939648693,3.6122714479804665e-06
Test_244,0.001044147348420914,0.01824530817108565,0.21917942279209812,0.7615311216883953
Test_245,4.468228366391127e-05,0.001132833355296825,0.9987974651751963,2.5019185843047896e-05
Test_246,7.169181992769195e-05,3.114570128238205e-05,0.0001311924059337255,0.9997659700728563
Test_247,0.00030704139981994313,0.0005809161913412226,0.001222963913503108,0.9978890784953358
Test_248,0.18353771306867844,0.533315131041924,0.2278817061337383,0.055265449755659245
Test_249,6.329820945316666e-05,3.40922224137712e-05,0.9998825112872192,2.009828091379894e-05
Test_250,0.9997406888481135,4.932214635018334e-06,0.00025369909204503254,6.798452064924507e-07
Test_251,0.9817432480252041,5.019714809773938e-05,0.017752623268188102,0.0004539315585101131
Test_252,0.006680136150854567,4.033569614930532e-05,0.9932787955970602,7.32555935873365e-07
Test_253,0.006451499816875473,0.012683000641561793,0.034425243616698485,0.9464402559248644
Test_254,0.00170425258397276,0.0007035627510995603,0.00438405925473368,0.9932081254101939
Test_255,0.002530416995206394,0.00032440703215114576,0.0005051934273114862,0.9966399825453309
Test_256,0.00018203503781974857,0.0024825068630448463,0.0015854489385423976,0.9957500091605931
Test_257,2.7733824230561356e-07,4.0518294621177675e-06,0.9999956687110119,2.1212837799907226e-09
Test_258,0.00013448756560507268,0.00028028506323353713,0.9995850836870716,1.4368408995676258e-07
Test_259,0.4573024510820974,0.0014491620702827754,0.4070544717350133,0.13419391511260664
Test_260,0.0032664826676984523,1.1905042957310749e-05,0.0002437991677784913,0.9964778131215657
Test_261,6.084309792472479e-08,1.909876157389579e-06,0.9999979872029502,4.207779456568959e-08
Test_262,0.02252219621738757,0.10439209352050048,0.6028569614655942,0.27022874879651776
Test_263,0.9998393569697017,1.8442686524221757e-06,0.00014082196589506249,1.7976795750561668e-05
Test_264,0.9951936954642774,2.343224674087647e-06,0.004801678998984066,2.2823120643207496e-06
Test_265,0.00021139940934948953,7.139236455223361e-05,0.9997169352762522,2.7294984608581856e-07
Test_266,2.1863780883161726e-05,4.97249912644743e-06,0.00013108036045647578,0.999842083359534
Test_267,0.9994011675395525,2.157980470768167e-07,0.0005963669043720358,2.2497580284014058e-06
Test_268,1.298547862842514e-05,0.0513572957386353,0.9485972151845349,3.250359820142174e-05
Test_269,0.9640143099096395,8.56470502927631e-05,0.034678649553139894,0.0012213934869276973
Test_270,0.001685889826948071,2.282172769999099e-05,0.00016917518941053183,0.9981221132559415
Test_271,0.9374298200413205,8.830726062752062e-05,0.06243014962223012,5.1723075821930534e-05
Test_272,0.0004981098370131369,0.008663964789763518,0.9908361960477152,1.7293255081524158e-06
Test_273,0.9999094381954682,2.572243007118869e-06,7.222675234331224e-05,1.576280918161107e-05
Test_274,7.815679212593047e-05,5.167341925880183e-06,0.9999140070033758,2.668862572412585e-06
Test_275,3.536503033246043e-05,0.0014957687208156103,0.9984681654238422,7.00825009576527e-07
Test_276,0.015600590747378056,0.008134314247315939,0.023951602136405886,0.9523134928689002
Test_277,0.01748479674361551,0.8323929303583721,0.128735833251902,0.02138643964611037
Test_278,0.001804270151283346,1.8861583227202286e-05,0.001745987122738173,0.9964308811427514
Test_279,1.5749119218510285e-07,5.771643464719925e-08,0.9999997809530912,3.839282060317131e-09
Test_280,0.0010807036261912515,0.000174559409537096,0.0006302480204556444,0.9981144889438159
Test_281,6.675885393059251e-05,5.6578751393611224e-05,6.486985316174709e-05,0.9998117925415141
Test_282,0.019478419169137843,0.8465446735341451,0.1290207841806762,0.004956123116040952
Test_283,1.4765459343867389e-06,1.06859261148608e-06,0.9999974433299565,1.1531497497672893e-08
Test_284,4.8853042432086004e-05,6.461949222004154e-05,0.999886416011324,1.114540240473974e-07
Test_285,0.0041295132884627325,6.4984658124866e-05,0.0018866530302716882,0.9939188490231408
Test_286,5.018895044062912e-05,9.321124211274576e-07,0.00025937515887800104,0.9996895037782603
Test_287,0.03771595963981466,0.006929016581467877,0.9546036722704945,0.0007513515082230992
Test_288,2.902539278955538e-05,5.588839522412113e-05,0.00016035175851459086,0.9997547344534716
Test_289,0.00010279016818269032,8.8229075380144e-06,0.00033346813010203045,0.9995549187941772
Test_290,2.2720399505719686e-06,2.4113741020169404e-05,0.9999735782218774,3.599715184609515e-08
Test_291,6.6001656587034e-05,2.038753830236652e-07,0.999933774917569,1.955046089269498e-08
Test_292,0.9884156373426227,1.2737898389361996e-06,0.011574440761486737,8.64810605160141e-06
Test_293,9.632459106387734e-07,3.6390554747730913e-06,0.9999953814987704,1.6199844069321646e-08
Test_294,4.2555754209427804e-06,1.4523150806078945e-06,0.9999941901986981,1.0191080045952134e-07
Test_295,4.750303125736255e-05,5.32800676582375e-06,0.9999470199208849,1.4904109193148706e-07
Test_296,0.04713548145789842,0.006331271418865141,0.8903043748556512,0.056228872267585356
Test_297,0.00012904365296597758,3.0736886666148905e-06,5.955203404210652e-05,0.9998083306243253
Test_298,3.1297247619496646e-05,0.04500404507648278,0.9547562657361035,0.0002083919397941471
Test_299,0.004103432957138655,0.8042948295552637,0.1851168306458547,0.0064849068417430974
Test_300,0.7587148553313964,0.0002611245430876174,0.021213450069163812,0.21981057005635232
Test_301,0.9706521857161888,8.306224246225972e-06,0.02933392603333088,5.582026233928874e-06
Test_302,0.00036928430708891744,0.00017081371804670314,0.0009386252959243894,0.9985212766789399
Test_303,0.9997144626200521,9.80846574027518e-07,0.0002214468969536227,6.310963642024006e-05
Test_304,0.999916988690874,3.513434131166665e-06,7.690721012217076e-05,2.5906648726398128e-06
Test_305,0.9984848864186552,0.0001006652401999963,0.0014020232303571184,1.2425110787741367e-05
Test_306,0.000799509310742806,0.0006742951289733374,0.006372813696216447,0.9921533818640674
